"seq.name"	"rat.id"	"barcode"	"read.length"	"mean.read.accur"	"median.read.accur"	"sequence.run"	"subject.id"	"percent.ident"	"align.length"	"mismatches"	"gap.opens"	"query.start"	"query.end"	"subject.start"	"subject.end"	"bit.score"	"subject.descr"	"species"	"blast.genus"	"readl.alignl.ratio"	"megan.kingdom"	"megan.phylum"	"megan.class"	"megan.order"	"megan.family"	"megan.genus"
"fee16c18-7de5-4c65-8507-b471d9cd5fbd runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=37295 ch=423 start_time=2017-03-24T01:47:29Z barcode=barcode09"	"PW4"	"MNB09"	462	0.884156143142312	0.920567176527572	"March"	"gi|1032695776|gb|CM004364.1|"	84.71	340	52	31	84	400	47672842	47672511	311.357	"Setaria italica cultivar TT8 chromosome I: whole genome shotgun sequence"	"Setaria italica"	"Setaria"	0.735930735930736	"2759"	"35493"	"4447"	"38820"	"4479"	"4554"
"139cab7d-8a09-4aad-8be3-d32f916b0c32 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=3788 ch=424 start_time=2017-03-23T15:35:37Z barcode=barcode09"	"PW4"	"MNB09"	359	0.89169992082033	0.936904265551981	"March"	"gi|1201358460|gb|CM007983.1|"	85.57	194	28	14	69	253	54339383	54339195	191.325	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 2: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.540389972144847	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"f0504aad-a6db-467c-bb98-64584269f33d runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=6960 ch=424 start_time=2017-03-23T23:54:01Z barcode=barcode09"	"PW4"	"MNB09"	392	0.889962447522573	0.936904265551981	"March"	"gi|1201358460|gb|CM007983.1|"	80.3	264	52	15	118	376	24919596	24919343	185.785	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 2: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.673469387755102	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"655f5566-2eed-4932-8ced-cc1448afb09a runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=1451 ch=426 start_time=2017-03-23T09:05:08Z barcode=barcode09"	"PW4"	"MNB09"	420	0.895494934545863	0.949881276637273	"March"	"gi|1201358460|gb|CM007983.1|"	77.64	313	70	47	86	365	20336002	20336300	147.006	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 2: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.745238095238095	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"342bd57b-8cb0-42ca-84ea-cd5ab2e3292c runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=1949 ch=426 start_time=2017-03-23T10:38:47Z barcode=barcode09"	"PW4"	"MNB09"	804	0.879175331200822	0.920567176527572	"March"	"gi|1201362546|gb|CM007982.1|"	85.25	305	45	17	216	509	73209246	73208948	298.431	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 1: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.379353233830846	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"53c665f6-2a43-4d40-bcad-1103113901a4 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=21 ch=426 start_time=2017-03-23T06:15:39Z barcode=barcode09"	"PW4"	"MNB09"	498	0.917824290980631	0.96018928294465	"March"	"gi|1201358460|gb|CM007983.1|"	85.71	385	55	28	74	444	13074276	13073906	381.53	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 2: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.773092369477912	"2759"	"35493"	"4447"	"38820"	"4479"	"4583"
"8a401c5f-6a81-4f95-94ff-444babbbbba3 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=1939 ch=426 start_time=2017-03-23T10:37:49Z barcode=barcode09"	"PW4"	"MNB09"	1031	0.810784742820375	0.841510680753889	"March"	"gi|1197977280|ref|NC_034692.1|"	81.7	918	168	98	94	947	27011	27894	675.147	"Piper nigrum plastid: complete genome"	"Piper nigrum"	"Piper"	0.890397672162949	"2759"	"35493"	NA	"16736"	"16739"	NA
"ea4f258a-aa74-4a77-a668-68c6c6f31d6b runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=2224 ch=426 start_time=2017-03-23T11:40:07Z barcode=barcode09"	"PW4"	"MNB09"	732	0.87449554858207	0.920567176527572	"March"	"gi|1052487892|ref|NC_030753.1|"	86.67	330	44	23	74	395	257397	257083	344.597	"Nelumbo nucifera mitochondrion: complete genome"	"Nelumbo nucifera"	"Nelumbo"	0.450819672131148	"2759"	"35493"	NA	"232378"	"4429"	NA
"3f4a8df9-38f1-4703-be15-8ca4f10cdeb9 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=2014 ch=427 start_time=2017-03-23T07:26:45Z barcode=barcode09"	"PW4"	"MNB09"	706	0.868840053850435	0.920567176527572	"March"	"gi|1201358460|gb|CM007983.1|"	83.44	471	78	40	82	527	72788148	72788603	401.843	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 2: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.6671388101983	"2759"	"35493"	"4447"	"38820"	"4479"	"4583"
"7af62e9a-4925-452c-b175-0374bff5eeae runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=13376 ch=427 start_time=2017-03-23T15:40:01Z barcode=barcode09"	"PW4"	"MNB09"	430	0.911818279928348	0.949881276637273	"March"	"gi|1201357974|gb|CM007984.1|"	83.81	315	51	19	74	375	71118555	71118247	281.811	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 3: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.732558139534884	"2759"	"35493"	"4447"	"38820"	"4479"	"4583"
"cf2250c6-6108-424c-addd-30f1694b33d3 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=2036 ch=427 start_time=2017-03-23T07:29:16Z barcode=barcode09"	"PW4"	"MNB09"	1340	0.888874028480453	0.936904265551981	"March"	"gi|1201356166|gb|CM007986.1|"	75.49	873	214	107	459	1266	126550739	126549909	327.977	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 5: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.651492537313433	"2759"	"35493"	"4447"	"38820"	NA	NA
"a7adb0c2-7b3d-4fc5-9a6c-7d7b149f5d71 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=2001 ch=428 start_time=2017-03-23T09:20:21Z barcode=barcode09"	"PW4"	"MNB09"	997	0.887320093303186	0.936904265551981	"March"	"gi|1032695765|gb|CM004369.1|"	83.91	895	144	71	77	938	39371982	39371126	789.64	"Setaria italica cultivar TT8 chromosome VI: whole genome shotgun sequence"	"Setaria italica"	"Setaria"	0.897693079237713	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"df386da0-3fc9-4047-88e9-cb503aa1f710 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=1112 ch=428 start_time=2017-03-23T07:40:42Z barcode=barcode09"	"PW4"	"MNB09"	665	0.908954416756265	0.96018928294465	"March"	"gi|1201357974|gb|CM007984.1|"	84.23	558	88	42	72	605	180050135	180050674	505.256	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 3: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.839097744360902	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"f074ba8f-4fd1-4d53-9000-f5e1cda91afa runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=1051 ch=428 start_time=2017-03-23T07:33:43Z barcode=barcode09"	"PW4"	"MNB09"	791	0.851645249237928	0.9	"March"	"gi|1064496328|dbj|AP017301.1|"	88.08	344	41	22	78	413	388154	387825	388.917	"Hordeum vulgare subsp. vulgare mitochondrial DNA: complete sequence: strain: HarunaNijo"	"Hordeum vulgare"	"Hordeum"	0.434892541087231	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"2068c952-ecd0-4f59-aeff-9b6d36b380df runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=5195 ch=428 start_time=2017-03-23T11:29:47Z barcode=barcode09"	"PW4"	"MNB09"	1460	0.900228595962253	0.936904265551981	"March"	"gi|1190753525|gb|KY432796.1|"	89.08	1383	151	81	69	1403	67941	69290	1642.79	"Stenotaphrum secundatum voucher USDA:PI 410357 chloroplast: complete genome"	"Stenotaphrum secundatum"	"Stenotaphrum"	0.947260273972603	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"2ad74f2d-d3ea-4944-a4af-d9aec960c88b runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=5465 ch=428 start_time=2017-03-23T12:27:34Z barcode=barcode09"	"PW4"	"MNB09"	524	0.895891568655834	0.936904265551981	"March"	"gi|649132343|ref|NC_024171.1|"	92.08	404	32	20	76	464	56013	55615	551.422	"Cenchrus americanus plastid: complete genome"	"Cenchrus americanus"	"Cenchrus"	0.770992366412214	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"778799ad-08cd-496f-ba57-5987b7059fdb runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=2054 ch=428 start_time=2017-03-23T09:29:27Z barcode=barcode09"	"PW4"	"MNB09"	472	0.912902906364342	0.949881276637273	"March"	"gi|1201357974|gb|CM007984.1|"	82.96	358	61	21	67	413	216135688	216136035	303.971	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 3: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.758474576271186	"2759"	"35493"	"4447"	"38820"	"4479"	"4583"
"c39e6565-c342-4d8b-b2a9-b5d5abd90ad5 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=5202 ch=428 start_time=2017-03-23T11:31:37Z barcode=barcode09"	"PW4"	"MNB09"	417	0.912394955107816	0.96018928294465	"March"	"gi|1032695765|gb|CM004369.1|"	77.13	258	59	24	102	344	5346506	5346258	128.539	"Setaria italica cultivar TT8 chromosome VI: whole genome shotgun sequence"	"Setaria italica"	"Setaria"	0.618705035971223	"2759"	"35493"	"4447"	"38820"	NA	NA
"2ffcb2c0-a9e6-488b-a022-a42f0b3a7de0 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=389 ch=429 start_time=2017-03-23T06:31:12Z barcode=barcode09"	"PW4"	"MNB09"	551	0.932944762131216	0.968377223398316	"March"	"gi|1275874523|gb|MF594682.1|"	88.76	436	49	35	70	487	15036	14618	501.562	"Cenchrus purpureus chloroplast: complete genome"	"Cenchrus purpureus"	"Cenchrus"	0.791288566243194	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"91ddccd2-5861-4746-b521-8b141c8d598b runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=230 ch=429 start_time=2017-03-23T06:24:35Z barcode=barcode09"	"PW4"	"MNB09"	493	0.883485770098397	0.949881276637273	"March"	"gi|1201358460|gb|CM007983.1|"	81.71	246	45	31	191	424	23601473	23601247	176.552	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 2: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.498985801217039	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"94060f2b-2604-49ac-a35f-3cd1912cf589 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=40733 ch=429 start_time=2017-03-24T05:03:47Z barcode=barcode09"	"PW4"	"MNB09"	763	0.889681553181538	0.920567176527572	"March"	"gi|1201358460|gb|CM007983.1|"	84.77	696	106	52	75	744	26691447	26690778	651.141	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 2: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.91218872870249	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"a91f9e51-aa68-475b-9710-e3e43d1ea00a runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=40861 ch=429 start_time=2017-03-24T05:30:42Z barcode=barcode09"	"PW4"	"MNB09"	479	0.894516396097091	0.936904265551981	"March"	"gi|1201357974|gb|CM007984.1|"	90.42	313	30	13	104	409	52073330	52073024	399.997	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 3: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.653444676409186	"2759"	"35493"	"4447"	"38820"	"4479"	"4583"
"608252d7-0c6f-48cf-81ec-1ce7d4f6f07d runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=5722 ch=429 start_time=2017-03-23T09:12:07Z barcode=barcode09"	"PW4"	"MNB09"	407	0.882591987498586	0.936904265551981	"March"	"gi|1197977280|ref|NC_034692.1|"	87.76	286	35	17	82	352	23124	22841	318.744	"Piper nigrum plastid: complete genome"	"Piper nigrum"	"Piper"	0.702702702702703	"2759"	"35493"	NA	NA	NA	NA
"99579770-deee-4cad-98ea-b8df224e7098 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=6932 ch=429 start_time=2017-03-23T09:48:16Z barcode=barcode09"	"PW4"	"MNB09"	443	0.905347381885981	0.96018928294465	"March"	"gi|1201356497|gb|CM007985.1|"	80.71	254	49	13	61	307	27935319	27935072	185.785	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 4: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.573363431151242	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"ae1e9e7f-84f3-4f84-a4e8-f8bdd419db95 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=5509 ch=429 start_time=2017-03-23T09:04:36Z barcode=barcode09"	"PW4"	"MNB09"	867	0.912523251844591	0.96018928294465	"March"	"gi|1201348419|gb|KZ159457.1|"	79.18	461	96	34	243	681	98679	98231	289.198	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 unplaced genomic scaffold scaffold640: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.531718569780854	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"b5709de9-bb95-49c0-8f34-00c94e7e346b runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=5495 ch=429 start_time=2017-03-23T09:04:06Z barcode=barcode09"	"PW4"	"MNB09"	664	0.875873767034219	0.920567176527572	"March"	"gi|1201356497|gb|CM007985.1|"	85.47	344	50	33	76	406	102926293	102926616	327.977	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 4: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.518072289156627	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"353cd0c2-0704-448c-8ff1-6f57c7d5919b runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=410 ch=42 start_time=2017-03-23T06:46:34Z barcode=barcode09"	"PW4"	"MNB09"	514	0.922861212781858	0.96018928294465	"March"	"gi|1201354130|gb|CM007987.1|"	84.89	470	71	38	75	513	85138463	85138001	440.623	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 6: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.914396887159533	"2759"	"35493"	"4447"	"38820"	"4479"	"4583"
"7bd748f2-2d98-4e0d-9a04-cc8444b5b50a runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=5654 ch=42 start_time=2017-03-23T22:16:11Z barcode=barcode09"	"PW4"	"MNB09"	787	0.888631165072592	0.936904265551981	"March"	"gi|1201362546|gb|CM007982.1|"	76.75	499	116	46	100	574	200803484	200803960	237.491	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 1: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.634053367217281	"2759"	"35493"	"4447"	"38820"	NA	NA
"8bb55427-29ed-4f42-ad54-c62fa65a190c runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=5977 ch=42 start_time=2017-03-23T23:22:56Z barcode=barcode09"	"PW4"	"MNB09"	602	0.884152890140557	0.920567176527572	"March"	"gi|631793296|gb|KJ490012.1|"	89.39	490	52	35	79	544	93583	93105	584.662	"Cenchrus americanus plastid: complete genome"	"Cenchrus americanus"	"Cenchrus"	0.813953488372093	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"c6c79ea6-be04-44be-a1cb-20c80ce84ae0 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=8055 ch=42 start_time=2017-03-24T00:51:44Z barcode=barcode09"	"PW4"	"MNB09"	443	0.848293660106157	0.9	"March"	"gi|1201358460|gb|CM007983.1|"	83.7	184	30	18	42	213	242825049	242824872	158.086	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 2: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.415349887133183	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"6c2d357d-79e3-4011-9757-f5a787bf121d runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=8375 ch=42 start_time=2017-03-24T01:24:51Z barcode=barcode09"	"PW4"	"MNB09"	956	0.825001744916103	0.874107458820583	"March"	"gi|1201358460|gb|CM007983.1|"	76.49	319	75	42	593	882	110843400	110843095	135.926	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 2: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.333682008368201	"2759"	"35493"	"4447"	"38820"	NA	NA
"b4c493f3-5598-44f0-9ce6-148d1a164b99 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=10316 ch=430 start_time=2017-03-23T13:33:04Z barcode=barcode09"	"PW4"	"MNB09"	448	0.907406228461372	0.949881276637273	"March"	"gi|1201357974|gb|CM007984.1|"	84.21	190	30	14	206	390	286583208	286583388	172.859	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 3: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.424107142857143	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"bd0a8167-16c2-47e4-bc39-da049a564cc4 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=8690 ch=42 start_time=2017-03-24T01:47:55Z barcode=barcode09"	"PW4"	"MNB09"	491	0.827526752095745	0.874107458820583	"March"	"gi|1032695767|gb|CM004368.1|"	84.06	138	22	8	142	276	2017759	2017627	126.692	"Setaria italica cultivar TT8 chromosome V: whole genome shotgun sequence"	"Setaria italica"	"Setaria"	0.281059063136456	"2759"	"35493"	"4447"	"38820"	NA	NA
"2778dc2d-7b3c-4c7f-b286-0ace84aa40b8 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=11297 ch=430 start_time=2017-03-23T15:24:38Z barcode=barcode09"	"PW4"	"MNB09"	583	0.9041619338948	0.949881276637273	"March"	"gi|649132343|ref|NC_024171.1|"	94.82	193	10	5	320	508	55913	55722	296.584	"Cenchrus americanus plastid: complete genome"	"Cenchrus americanus"	"Cenchrus"	0.331046312178388	"2759"	"35493"	"4447"	NA	NA	NA
"13eeb6fa-ecca-49c7-98f4-5e8ffee76c50 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=925 ch=430 start_time=2017-03-23T06:44:52Z barcode=barcode09"	"PW4"	"MNB09"	540	0.853547551016353	0.9	"March"	"gi|1032695771|gb|CM004366.1|"	81.19	202	38	8	74	270	39702930	39703128	156.239	"Setaria italica cultivar TT8 chromosome III: whole genome shotgun sequence"	"Setaria italica"	"Setaria"	0.374074074074074	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"4df3e95a-f4b9-4eaa-b07f-f7f16afc6b02 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=8713 ch=430 start_time=2017-03-23T11:00:35Z barcode=barcode09"	"PW4"	"MNB09"	534	0.894253705521444	0.936904265551981	"March"	"gi|1201357974|gb|CM007984.1|"	87.05	363	47	20	67	416	300896019	300896374	392.61	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 3: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.679775280898876	"2759"	"35493"	"4447"	"38820"	"4479"	"4583"
"e380b613-78d7-40aa-bf45-fe1988dc90e5 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=2461 ch=430 start_time=2017-03-23T07:48:41Z barcode=barcode09"	"PW4"	"MNB09"	714	0.885573957001201	0.936904265551981	"March"	"gi|1032695760|gb|CM004372.1|"	85.9	305	43	26	74	367	54856421	54856132	302.124	"Setaria italica cultivar TT8 chromosome IX: whole genome shotgun sequence"	"Setaria italica"	"Setaria"	0.427170868347339	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"a7b75245-f8a4-4785-9b31-4e083d052ef5 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=11580 ch=431 start_time=2017-03-23T23:44:28Z barcode=barcode09"	"PW4"	"MNB09"	1326	0.913999934897093	0.949881276637273	"March"	"gi|1333448322|gb|MF989954.1|"	91.88	1244	101	70	75	1277	15246	14032	1674.18	"Solanum tuberosum chromosome 2 mitochondrion: complete sequence"	"Solanum tuberosum"	"Solanum"	0.93815987933635	"2759"	"35493"	NA	"4069"	"4070"	"4107"
"b51bf892-bfc5-4472-bf57-96e91bdfd923 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=11178 ch=431 start_time=2017-03-23T23:26:00Z barcode=barcode09"	"PW4"	"MNB09"	539	0.861481729524107	0.920567176527572	"March"	"gi|1032695767|gb|CM004368.1|"	82.43	239	42	13	68	300	559420	559189	196.865	"Setaria italica cultivar TT8 chromosome V: whole genome shotgun sequence"	"Setaria italica"	"Setaria"	0.443413729128015	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"4fbbdbc7-691c-4caa-99f4-d818a380a981 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=12242 ch=431 start_time=2017-03-24T00:28:16Z barcode=barcode09"	"PW4"	"MNB09"	467	0.87941629790207	0.920567176527572	"March"	"gi|1333448397|gb|MF989958.1|"	88.44	346	40	30	92	413	367711	368050	390.763	"Solanum tuberosum chromosome 1 mitochondrion: complete sequence"	"Solanum tuberosum"	"Solanum"	0.740899357601713	"2759"	"35493"	NA	"4069"	"4070"	NA
"b281f2ac-10f5-4f1e-854a-eec0b8608b78 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=12219 ch=431 start_time=2017-03-24T00:25:01Z barcode=barcode09"	"PW4"	"MNB09"	442	0.88476782563011	0.936904265551981	"March"	"gi|953903364|ref|NC_028450.1|"	83.09	272	46	24	100	360	33380832	33380574	226.412	"Setaria italica strain Yugu1 chromosome I: Setaria_italica_v2.0: whole genome shotgun sequence"	"Setaria italica"	"Setaria"	0.615384615384615	"2759"	"35493"	"4447"	"38820"	"4479"	"4554"
"73d23930-5758-4e7e-ba2b-e7ff88dc4ca2 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=372 ch=431 start_time=2017-03-23T06:34:54Z barcode=barcode09"	"PW4"	"MNB09"	472	0.906430291783034	0.949881276637273	"March"	"gi|1197977280|ref|NC_034692.1|"	89.3	374	40	26	64	416	103622	103990	446.163	"Piper nigrum plastid: complete genome"	"Piper nigrum"	"Piper"	0.792372881355932	"2759"	"35493"	NA	NA	NA	NA
"35e6bb1c-9998-4681-a215-2440f04561bd runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=6804 ch=431 start_time=2017-03-23T12:50:09Z barcode=barcode09"	"PW4"	"MNB09"	367	0.906252065475356	0.949881276637273	"March"	"gi|1032695767|gb|CM004368.1|"	83.04	224	38	21	105	328	46739215	46739417	183.939	"Setaria italica cultivar TT8 chromosome V: whole genome shotgun sequence"	"Setaria italica"	"Setaria"	0.610354223433243	"2759"	"35493"	"4447"	"38820"	"4479"	"4554"
"8ac0c474-9f8a-412f-af7b-c68c9d08512c runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=6451 ch=431 start_time=2017-03-23T11:52:15Z barcode=barcode09"	"PW4"	"MNB09"	555	0.916263782605224	0.96018928294465	"March"	"gi|1201362546|gb|CM007982.1|"	83.48	442	73	33	73	504	228975082	228975500	381.53	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 1: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.796396396396396	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"9d66de95-f106-4746-af4f-4641c90cbddc runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=5962 ch=431 start_time=2017-03-23T10:34:53Z barcode=barcode09"	"PW4"	"MNB09"	384	0.845381201033408	0.9	"March"	"gi|1016879603|ref|NC_028070.2|"	86.92	260	34	20	75	324	86529	86280	274.424	"Solanum nigrum chloroplast: complete genome"	"Solanum nigrum"	"Solanum"	0.677083333333333	"2759"	"35493"	NA	"4069"	"4070"	NA
"f1216db7-5d76-4b56-998b-42f0c76ca99a runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=10860 ch=432 start_time=2017-03-23T22:57:27Z barcode=barcode09"	"PW4"	"MNB09"	1332	0.855320659551514	0.9	"March"	"gi|1201362546|gb|CM007982.1|"	74.3	860	221	106	145	968	76243464	76242675	267.038	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 1: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.645645645645646	"2759"	"35493"	"4447"	"38820"	NA	NA
"41b88d42-f7a2-469e-99f4-6191d5386968 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=11483 ch=432 start_time=2017-03-23T23:47:38Z barcode=barcode09"	"PW4"	"MNB09"	473	0.831071380124693	0.874107458820583	"March"	"gi|1201354130|gb|CM007987.1|"	75.57	348	85	43	82	421	222093823	222094135	132.232	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 6: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.735729386892178	"2759"	"35493"	"4447"	"38820"	NA	NA
"9485ebcb-1aca-4ac8-9091-38535c085660 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=11680 ch=432 start_time=2017-03-24T00:01:15Z barcode=barcode09"	"PW4"	"MNB09"	453	0.904476115929994	0.949881276637273	"March"	"gi|1201354130|gb|CM007987.1|"	77.67	300	67	23	70	356	198527205	198526916	161.779	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 6: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.662251655629139	"2759"	"35493"	"4447"	"38820"	"4479"	NA
